  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
  24.660283    0.217084    3.985290      0.0000     24.850000   3.3980678E+02
  25.000000    0.216988    3.985361      0.0000     24.850000   2.9918081E+02
  25.000000    0.220743    3.966061     20.0000     24.850000   2.4201865E+03
  25.000000    0.220743    3.966061     20.0000     24.850000   2.4201865E+03
  25.000333    0.220790    3.965955     20.0000     24.850000   2.4345116E+03
  25.000700    0.220822    3.965886     20.0000     24.850000   2.4437632E+03
  25.001103    0.220849    3.965830     20.0000     24.850000   2.4513630E+03
  25.001547    0.220874    3.965779     20.0000     24.850000   2.4582168E+03
  25.002035    0.220897    3.965730     20.0000     24.850000   2.4646991E+03
  25.002572    0.220920    3.965683     20.0000     24.850000   2.4709993E+03
  25.003162    0.220944    3.965636     20.0000     24.850000   2.4772345E+03
  25.003812    0.220967    3.965588     20.0000     24.850000   2.4834799E+03
  25.004526    0.220991    3.965540     20.0000     24.850000   2.4897932E+03
  25.005312    0.221015    3.965490     20.0000     24.850000   2.4962165E+03
  25.006177    0.221040    3.965439     20.0000     24.850000   2.5027867E+03
  25.007128    0.221066    3.965386     20.0000     24.850000   2.5095333E+03
  25.008174    0.221093    3.965332     20.0000     24.850000   2.5164843E+03
  25.009325    0.221121    3.965275     20.0000     24.850000   2.5236634E+03
  25.010591    0.221150    3.965215     20.0000     24.850000   2.5310948E+03
  25.011983    0.221180    3.965153     20.0000     24.850000   2.5387992E+03
  25.013515    0.221212    3.965087     20.0000     24.850000   2.5467991E+03
  25.015200    0.221245    3.965019     20.0000     24.850000   2.5551140E+03
  25.017053    0.221279    3.964947     20.0000     24.850000   2.5637655E+03
  25.019092    0.221315    3.964871     20.0000     24.850000   2.5727731E+03
  25.021334    0.221352    3.964791     20.0000     24.850000   2.5821582E+03
  25.023801    0.221392    3.964706     20.0000     24.850000   2.5919406E+03
  25.026514    0.221433    3.964617     20.0000     24.850000   2.6021421E+03
  25.029499    0.221476    3.964523     20.0000     24.850000   2.6127829E+03
  25.032782    0.221522    3.964424     20.0000     24.850000   2.6238858E+03
  25.036394    0.221570    3.964319     20.0000     24.850000   2.6354718E+03
  25.040367    0.221620    3.964208     20.0000     24.850000   2.6475645E+03
  25.044737    0.221672    3.964090     20.0000     24.850000   2.6601862E+03
  25.049544    0.221728    3.963966     20.0000     24.850000   2.6733618E+03
  25.054831    0.221786    3.963834     20.0000     24.850000   2.6871148E+03
  25.060648    0.221848    3.963695     20.0000     24.850000   2.7014717E+03
  25.067046    0.221913    3.963548     20.0000     24.850000   2.7164579E+03
  25.074084    0.221982    3.963392     20.0000     24.850000   2.7321015E+03
  25.081826    0.222054    3.963227     20.0000     24.850000   2.7484300E+03
  25.090341    0.222131    3.963053     20.0000     24.850000   2.7654735E+03
  25.099709    0.222212    3.962869     20.0000     24.850000   2.7832614E+03
  25.110013    0.222298    3.962674     20.0000     24.850000   2.8018255E+03
  25.121348    0.222390    3.962468     20.0000     24.850000   2.8211961E+03
  25.133816    0.222487    3.962251     20.0000     24.850000   2.8414051E+03
  25.147531    0.222590    3.962021     20.0000     24.850000   2.8624818E+03
  25.162617    0.222699    3.961779     20.0000     24.850000   2.8844546E+03
  25.179212    0.222815    3.961523     20.0000     24.850000   2.9073468E+03
  25.197467    0.222939    3.961255     20.0000     24.850000   2.9311776E+03
  25.217547    0.223070    3.960972     20.0000     24.850000   2.9559569E+03
  25.239635    0.223210    3.960674     20.0000     24.850000   2.9816866E+03
  25.263932    0.223358    3.960361     20.0000     24.850000   3.0083544E+03
  25.290658    0.223514    3.960033     20.0000     24.850000   3.0359356E+03
  25.320057    0.223680    3.959690     20.0000     24.850000   3.0643872E+03
  25.352397    0.223855    3.959330     20.0000     24.850000   3.0936499E+03
  25.387970    0.224039    3.958955     20.0000     24.850000   3.1236438E+03
  25.427100    0.224233    3.958563     20.0000     24.850000   3.1542705E+03
  25.470143    0.224436    3.958154     20.0000     24.850000   3.1854106E+03
  25.517491    0.224648    3.957728     20.0000     24.850000   3.2169275E+03
  25.569573    0.224869    3.957285     20.0000     24.850000   3.2486664E+03
  25.626864    0.225098    3.956824     20.0000     24.850000   3.2804599E+03
  25.689884    0.225336    3.956346     20.0000     24.850000   3.3121299E+03
  25.759205    0.225582    3.955848     20.0000     24.850000   3.3434954E+03
  25.835459    0.225836    3.955330     20.0000     24.850000   3.3743767E+03
  25.919338    0.226097    3.954791     20.0000     24.850000   3.4046058E+03
  26.011605    0.226366    3.954228     20.0000     24.850000   3.4340329E+03
  26.113099    0.226643    3.953640     20.0000     24.850000   3.4625381E+03
  26.224743    0.226929    3.953025     20.0000     24.850000   3.4900383E+03
  26.347550    0.227224    3.952378     20.0000     24.850000   3.5164987E+03
  26.482639    0.227531    3.951696     20.0000     24.850000   3.5419392E+03
  26.631236    0.227853    3.950976     20.0000     24.850000   3.5664431E+03
  26.794693    0.228193    3.950211     20.0000     24.850000   3.5901601E+03
  26.974495    0.228556    3.949396     20.0000     24.850000   3.6133114E+03
  27.172278    0.228948    3.948527     20.0000     24.850000   3.6361864E+03
  27.389839    0.229379    3.947596     20.0000     24.850000   3.6591413E+03
  27.629157    0.229858    3.946596     20.0000     24.850000   3.6825891E+03
  27.892406    0.230399    3.945522     20.0000     24.850000   3.7069926E+03
  28.181979    0.231017    3.944365     20.0000     24.850000   3.7328504E+03
  28.500511    0.231731    3.943120     20.0000     24.850000   3.7606860E+03
  28.850895    0.232563    3.941778     20.0000     24.850000   3.7910254E+03
  29.236318    0.233540    3.940334     20.0000     24.850000   3.8243729E+03
  29.660283    0.234691    3.938779     20.0000     24.850000   3.8611688E+03
  30.000000    0.235673    3.937559     20.0000     24.850000   3.8906258E+03
  30.000000    0.231929    3.958049      0.0000     24.850000   2.7706170E+02
  30.000000    0.231929    3.958049      0.0000     24.850000   2.7706170E+02
  30.000333    0.231729    3.958129      0.0000     24.850000   2.6635010E+02
  30.000700    0.231605    3.958180      0.0000     24.850000   2.5997144E+02
  30.001103    0.231508    3.958221      0.0000     24.850000   2.5505464E+02
  30.001547    0.231423    3.958259      0.0000     24.850000   2.5085198E+02
  30.002035    0.231345    3.958295      0.0000     24.850000   2.4706330E+02
  30.002572    0.231270    3.958329      0.0000     24.850000   2.4354119E+02
  30.003162    0.231198    3.958364      0.0000     24.850000   2.4020008E+02
  30.003812    0.231128    3.958398      0.0000     24.850000   2.3698803E+02
  30.004526    0.231058    3.958433      0.0000     24.850000   2.3386938E+02
  30.005312    0.230989    3.958469      0.0000     24.850000   2.3082071E+02
  30.006177    0.230919    3.958505      0.0000     24.850000   2.2782438E+02
  30.007128    0.230849    3.958543      0.0000     24.850000   2.2486882E+02
  30.008174    0.230778    3.958582      0.0000     24.850000   2.2194480E+02
  30.009325    0.230705    3.958623      0.0000     24.850000   2.1904686E+02
  30.010591    0.230632    3.958665      0.0000     24.850000   2.1617054E+02
  30.011983    0.230557    3.958709      0.0000     24.850000   2.1331404E+02
  30.013515    0.230480    3.958755      0.0000     24.850000   2.1047596E+02
  30.015200    0.230401    3.958803      0.0000     24.850000   2.0765703E+02
  30.017053    0.230321    3.958853      0.0000     24.850000   2.0485807E+02
  30.019092    0.230238    3.958905      0.0000     24.850000   2.0208166E+02
  30.021334    0.230153    3.958960      0.0000     24.850000   1.9933033E+02
  30.023801    0.230065    3.959018      0.0000     24.850000   1.9660813E+02
  30.026514    0.229975    3.959079      0.0000     24.850000   1.9391894E+02
  30.029499    0.229882    3.959142      0.0000     24.850000   1.9126797E+02
  30.032782    0.229787    3.959209      0.0000     24.850000   1.8866011E+02
  30.036394    0.229688    3.959279      0.0000     24.850000   1.8610641E+02
  30.040367    0.229586    3.959353      0.0000     24.850000   1.8360504E+02
  30.044737    0.229480    3.959430      0.0000     24.850000   1.8116400E+02
  30.049544    0.229371    3.959511      0.0000     24.850000   1.7878941E+02
  30.054831    0.229258    3.959597      0.0000     24.850000   1.7648769E+02
  30.060648    0.229141    3.959686      0.0000     24.850000   1.7426412E+02
  30.067046    0.229020    3.959780      0.0000     24.850000   1.7212406E+02
  30.074084    0.228895    3.959879      0.0000     24.850000   1.7007135E+02
  30.081826    0.228764    3.959982      0.0000     24.850000   1.6810944E+02
  30.090341    0.228629    3.960090      0.0000     24.850000   1.6623974E+02
  30.099709    0.228488    3.960203      0.0000     24.850000   1.6446268E+02
  30.110013    0.228342    3.960321      0.0000     24.850000   1.6277613E+02
  30.121348    0.228189    3.960444      0.0000     24.850000   1.6117648E+02
  30.133816    0.228031    3.960572      0.0000     24.850000   1.5965709E+02
  30.147531    0.227867    3.960706      0.0000     24.850000   1.5820942E+02
  30.162617    0.227696    3.960845      0.0000     24.850000   1.5682171E+02
  30.179212    0.227518    3.960989      0.0000     24.850000   1.5548013E+02
  30.197467    0.227333    3.961139      0.0000     24.850000   1.5416768E+02
  30.217547    0.227141    3.961293      0.0000     24.850000   1.5286542E+02
  30.239635    0.226942    3.961452      0.0000     24.850000   1.5155146E+02
  30.263932    0.226735    3.961616      0.0000     24.850000   1.5020230E+02
  30.290658    0.226522    3.961783      0.0000     24.850000   1.4879192E+02
  30.320057    0.226303    3.961954      0.0000     24.850000   1.4729310E+02
  30.352397    0.226077    3.962128      0.0000     24.850000   1.4567671E+02
  30.387970    0.225845    3.962304      0.0000     24.850000   1.4391312E+02
  30.427100    0.225609    3.962482      0.0000     24.850000   1.4197182E+02
  30.470143    0.225368    3.962661      0.0000     24.850000   1.3982308E+02
  30.517491    0.225125    3.962839      0.0000     24.850000   1.3743790E+02
  30.569573    0.224879    3.963016      0.0000     24.850000   1.3479010E+02
  30.626864    0.224633    3.963190      0.0000     24.850000   1.3185653E+02
  30.689884    0.224387    3.963361      0.0000     24.850000   1.2861927E+02
  30.759205    0.224143    3.963527      0.0000     24.850000   1.2506595E+02
  30.835459    0.223903    3.963687      0.0000     24.850000   1.2119161E+02
  30.919338    0.223667    3.963839      0.0000     24.850000   1.1699869E+02
  31.011605    0.223436    3.963984      0.0000     24.850000   1.1249820E+02
  31.113099    0.223212    3.964119      0.0000     24.850000   1.0770895E+02
  31.224743    0.222996    3.964244      0.0000     24.850000   1.0265773E+02
  31.347550    0.222787    3.964359      0.0000     24.850000   9.7377719E+01
  31.482639    0.222588    3.964464      0.0000     24.850000   9.1907740E+01
  31.631236    0.222397    3.964558      0.0000     24.850000   8.6290066E+01
  31.794693    0.222216    3.964641      0.0000     24.850000   8.0569299E+01
  31.974495    0.222043    3.964714      0.0000     24.850000   7.4790195E+01
  32.172278    0.221879    3.964778      0.0000     24.850000   6.8996873E+01
  32.389839    0.221725    3.964834      0.0000     24.850000   6.3231419E+01
  32.629157    0.221579    3.964882      0.0000     24.850000   5.7533984E+01
  32.892406    0.221441    3.964923      0.0000     24.850000   5.1942461E+01
  33.181979    0.221312    3.964959      0.0000     24.850000   4.6493375E+01
  33.500511    0.221191    3.964990      0.0000     24.850000   4.1222164E+01
  33.850895    0.221079    3.965018      0.0000     24.850000   3.6164076E+01
  34.236318    0.220975    3.965044      0.0000     24.850000   3.1354095E+01
  34.660283    0.220880    3.965067      0.0000     24.850000   2.6826949E+01
  34.761000    0.220859    3.965072      0.0000     24.850000   2.5829495E+01
  34.761000    0.239644    3.883559    100.0000     24.850000   4.4692619E+04
  34.761000    0.239644    3.883559    100.0000     24.850000   4.4692619E+04
  34.761333    0.240228    3.883088    100.0000     24.850000   4.5163369E+04
  34.761700    0.240621    3.882782    100.0000     24.850000   4.5473075E+04
  34.762103    0.240949    3.882527    100.0000     24.850000   4.5730051E+04
  34.762547    0.241250    3.882295    100.0000     24.850000   4.5963574E+04
  34.763035    0.241538    3.882074    100.0000     24.850000   4.6185771E+04
  34.763572    0.241820    3.881857    100.0000     24.850000   4.6402905E+04
  34.764162    0.242101    3.881640    100.0000     24.850000   4.6618803E+04
  34.764812    0.242384    3.881420    100.0000     24.850000   4.6836028E+04
  34.765526    0.242672    3.881196    100.0000     24.850000   4.7056492E+04
  34.766312    0.242967    3.880966    100.0000     24.850000   4.7281686E+04
  34.767177    0.243270    3.880728    100.0000     24.850000   4.7512872E+04
  34.768128    0.243582    3.880482    100.0000     24.850000   4.7751135E+04
  34.769174    0.243906    3.880225    100.0000     24.850000   4.7997475E+04
  34.770325    0.244241    3.879957    100.0000     24.850000   4.8252808E+04
  34.771591    0.244589    3.879676    100.0000     24.850000   4.8518029E+04
  34.772983    0.244952    3.879383    100.0000     24.850000   4.8793994E+04
  34.774515    0.245330    3.879074    100.0000     24.850000   4.9081567E+04
  34.776200    0.245725    3.878750    100.0000     24.850000   4.9381605E+04
  34.778053    0.246138    3.878409    100.0000     24.850000   4.9694989E+04
  34.780092    0.246570    3.878049    100.0000     24.850000   5.0022614E+04
  34.782334    0.247022    3.877670    100.0000     24.850000   5.0365413E+04
  34.784801    0.247496    3.877270    100.0000     24.850000   5.0724350E+04
  34.787514    0.247994    3.876847    100.0000     24.850000   5.1100442E+04
  34.790499    0.248516    3.876401    100.0000     24.850000   5.1494747E+04
  34.793782    0.249065    3.875929    100.0000     24.850000   5.1908394E+04
  34.797394    0.249643    3.875430    100.0000     24.850000   5.2342568E+04
  34.801367    0.250252    3.874902    100.0000     24.850000   5.2798538E+04
  34.805737    0.250893    3.874343    100.0000     24.850000   5.3277642E+04
  34.810544    0.251570    3.873751    100.0000     24.850000   5.3781322E+04
  34.815831    0.252285    3.873124    100.0000     24.850000   5.4311101E+04
  34.821648    0.253041    3.872460    100.0000     24.850000   5.4868619E+04
  34.828046    0.253841    3.871757    100.0000     24.850000   5.5455609E+04
  34.835084    0.254690    3.871012    100.0000     24.850000   5.6073927E+04
  34.842826    0.255590    3.870222    100.0000     24.850000   5.6725532E+04
  34.851341    0.256546    3.869386    100.0000     24.850000   5.7412498E+04
  34.860709    0.257562    3.868499    100.0000     24.850000   5.8136987E+04
  34.871013    0.258644    3.867560    100.0000     24.850000   5.8901255E+04
  34.882348    0.259796    3.866565    100.0000     24.850000   5.9707607E+04
  34.894816    0.261024    3.865511    100.0000     24.850000   6.0558383E+04
  34.908531    0.262335    3.864395    100.0000     24.850000   6.1455889E+04
  34.923617    0.263733    3.863215    100.0000     24.850000   6.2402361E+04
  34.940212    0.265226    3.861967    100.0000     24.850000   6.3399869E+04
  34.958467    0.266820    3.860648    100.0000     24.850000   6.4450249E+04
  34.978547    0.268523    3.859258    100.0000     24.850000   6.5554987E+04
  35.000000    0.270289    3.857835    100.0000     24.850000   6.6682780E+04
  35.000000    0.267493    3.867548     85.0000     24.850000   5.2030788E+04
  35.000000    0.267493    3.867548     85.0000     24.850000   5.2030788E+04
  35.000333    0.267320    3.867586     85.0000     24.850000   5.1941472E+04
  35.000700    0.267227    3.867602     85.0000     24.850000   5.1893167E+04
  35.001103    0.267163    3.867610     85.0000     24.850000   5.1859531E+04
  35.001547    0.267115    3.867612     85.0000     24.850000   5.1833751E+04
  35.002035    0.267076    3.867611     85.0000     24.850000   5.1813167E+04
  35.002572    0.267046    3.867606     85.0000     24.850000   5.1796541E+04
  35.003162    0.267022    3.867597     85.0000     24.850000   5.1783224E+04
  35.003812    0.267004    3.867586     85.0000     24.850000   5.1772890E+04
  35.004526    0.266992    3.867571     85.0000     24.850000   5.1765387E+04
  35.005312    0.266985    3.867553     85.0000     24.850000   5.1760686E+04
  35.006177    0.266984    3.867531     85.0000     24.850000   5.1758837E+04
  35.007128    0.266990    3.867505     85.0000     24.850000   5.1759962E+04
  35.008174    0.267001    3.867474     85.0000     24.850000   5.1764232E+04
  35.009325    0.267019    3.867439     85.0000     24.850000   5.1771873E+04
  35.010591    0.267045    3.867399     85.0000     24.850000   5.1783148E+04
  35.011983    0.267078    3.867353     85.0000     24.850000   5.1798373E+04
  35.013515    0.267121    3.867300     85.0000     24.850000   5.1817901E+04
  35.015200    0.267172    3.867241     85.0000     24.850000   5.1842133E+04
  35.017053    0.267234    3.867174     85.0000     24.850000   5.1871512E+04
  35.019092    0.267307    3.867099     85.0000     24.850000   5.1906530E+04
  35.021334    0.267393    3.867015     85.0000     24.850000   5.1947724E+04
  35.023801    0.267492    3.866920     85.0000     24.850000   5.1995686E+04
  35.026514    0.267607    3.866815     85.0000     24.850000   5.2051054E+04
  35.029499    0.267737    3.866697     85.0000     24.850000   5.2114526E+04
  35.032782    0.267886    3.866567     85.0000     24.850000   5.2186850E+04
  35.036394    0.268054    3.866422     85.0000     24.850000   5.2268835E+04
  35.040367    0.268243    3.866261     85.0000     24.850000   5.2361346E+04
  35.044737    0.268456    3.866083     85.0000     24.850000   5.2465308E+04
  35.049544    0.268695    3.865886     85.0000     24.850000   5.2581704E+04
  35.054831    0.268962    3.865669     85.0000     24.850000   5.2711576E+04
  35.060648    0.269259    3.865431     85.0000     24.850000   5.2856021E+04
  35.067046    0.269589    3.865169     85.0000     24.850000   5.3016193E+04
  35.074084    0.269955    3.864881     85.0000     24.850000   5.3193289E+04
  35.081826    0.270361    3.864566     85.0000     24.850000   5.3388557E+04
  35.090341    0.270809    3.864221     85.0000     24.850000   5.3603276E+04
  35.099709    0.271303    3.863845     85.0000     24.850000   5.3838754E+04
  35.110013    0.271847    3.863436     85.0000     24.850000   5.4096314E+04
  35.121348    0.272444    3.862990     85.0000     24.850000   5.4377283E+04
  35.133816    0.273100    3.862508     85.0000     24.850000   5.4682971E+04
  35.147531    0.273818    3.861985     85.0000     24.850000   5.5014662E+04
  35.162617    0.274604    3.861421     85.0000     24.850000   5.5373582E+04
  35.179212    0.275462    3.860813     85.0000     24.850000   5.5760889E+04
  35.197467    0.276398    3.860160     85.0000     24.850000   5.6177640E+04
  35.217547    0.277418    3.859460     85.0000     24.850000   5.6624772E+04
  35.239635    0.278526    3.858712     85.0000     24.850000   5.7103072E+04
  35.263932    0.279731    3.857914     85.0000     24.850000   5.7613161E+04
  35.290658    0.281039    3.857066     85.0000     24.850000   5.8155467E+04
  35.320057    0.282456    3.856167     85.0000     24.850000   5.8730215E+04
  35.352397    0.283992    3.855217     85.0000     24.850000   5.9337410E+04
  35.387970    0.285654    3.854217     85.0000     24.850000   5.9976840E+04
  35.427100    0.287452    3.853166     85.0000     24.850000   6.0648052E+04
  35.470143    0.289395    3.852066     85.0000     24.850000   6.1350327E+04
  35.517491    0.291496    3.850919     85.0000     24.850000   6.2082575E+04
  35.569573    0.293764    3.849725     85.0000     24.850000   6.2843136E+04
  35.626864    0.296210    3.848488     85.0000     24.850000   6.3629310E+04
  35.689884    0.298843    3.847207     85.0000     24.850000   6.4436397E+04
  35.759205    0.301663    3.845886     85.0000     24.850000   6.5255578E+04
  35.835459    0.304652    3.844526     85.0000     24.850000   6.6068938E+04
  35.919338    0.307748    3.843126     85.0000     24.850000   6.6836291E+04
  36.011605    0.310778    3.841689     85.0000     24.850000   6.7464680E+04
  36.113099    0.313577    3.840217     85.0000     24.850000   6.7859586E+04
  36.224743    0.316283    3.838722     85.0000     24.850000   6.8077620E+04
  36.347550    0.319059    3.837215     85.0000     24.850000   6.8189310E+04
  36.482639    0.321999    3.835699     85.0000     24.850000   6.8236715E+04
  36.631236    0.325166    3.834167     85.0000     24.850000   6.8250919E+04
  36.794693    0.328587    3.832604     85.0000     24.850000   6.8251164E+04
  36.974495    0.332272    3.830988     85.0000     24.850000   6.8248784E+04
  37.172278    0.336229    3.829292     85.0000     24.850000   6.8251265E+04
  37.389839    0.340475    3.827489     85.0000     24.850000   6.8265533E+04
  37.629157    0.345085    3.825550     85.0000     24.850000   6.8306343E+04
  37.892406    0.350492    3.823450     85.0000     24.850000   6.8464838E+04
  38.155654    0.358044    3.821381     85.0000     24.850000   6.9246706E+04
  38.418903    0.373476    3.819361     85.0000     24.850000   7.2756051E+04
  38.682152    0.424334    3.817431     85.0000     24.850000   8.9669064E+04
  38.945401    0.597258    3.815646     85.0000     24.850000   1.5342655E+05
  39.208650    1.171489    3.814030     85.0000     24.850000   3.6964014E+05
  39.274463    1.458625    3.813648     85.0000     24.850000   4.7802013E+05
  39.307369    1.637637    3.813460     85.0000     24.850000   5.4560737E+05
  39.323822    1.737637    3.813366     85.0000     24.850000   5.8336685E+05
  39.332871    1.795888    3.813314     85.0000     24.850000   6.0536319E+05
  39.337848    1.829017    3.813286     85.0000     24.850000   6.1787353E+05
